,date,admin1,admin2,market,latitude,longitude,category,commodity,unit,pricetype,currency,price,usdprice
56198,2016-06-15,Orissa,Sambalpur,Sambalpur,21.45,83.94,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56217,2016-06-15,Orissa,Sundargarh,Rourkela,22.27,84.9,cereals and tubers,Potatoes,KG,actual,INR,19.08,0.28
56237,2016-06-15,Puducherry,Puducherry,Puducherry,11.92,79.75,cereals and tubers,Potatoes,KG,actual,INR,25.07,0.37
56257,2016-06-15,Punjab,Amritsar,Amritsar,31.64,74.9,cereals and tubers,Potatoes,KG,actual,INR,14.57,0.22
56276,2016-06-15,Punjab,Bathinda,Bathinda,30.2,74.94,cereals and tubers,Potatoes,KG,actual,INR,15.34,0.23
56296,2016-06-15,Punjab,Ludhiana,Ludhiana,30.9,75.9,cereals and tubers,Potatoes,KG,actual,INR,13.96,0.21
56317,2016-06-15,Rajasthan,Bikaner,Jaipur,28.89,74.06,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56337,2016-06-15,Rajasthan,Jodhpur,Jodhpur,26.28,73.0,cereals and tubers,Potatoes,KG,actual,INR,17.8,0.27
56357,2016-06-15,Rajasthan,Kota,Kota,25.19,75.8,cereals and tubers,Potatoes,KG,actual,INR,19.24,0.29
56378,2016-06-15,Tamil Nadu,Chennai,Chennai,13.086,80.3,cereals and tubers,Potatoes,KG,actual,INR,23.03,0.34
56402,2016-06-15,Tamil Nadu,Dindigul,Dindigul,10.35,77.94,cereals and tubers,Potatoes,KG,actual,INR,24.77,0.37
56420,2016-06-15,Tamil Nadu,Tiruchchirappalli,Thiruchirapalli,10.805,78.7,cereals and tubers,Potatoes,KG,actual,INR,24.8,0.37
56437,2016-06-15,Telangana,Hyderabad,Hyderabad,17.38,78.5,cereals and tubers,Potatoes,KG,actual,INR,26.0,0.39
56458,2016-06-15,Tripura,West Tripura,Agartala,23.84,91.25,cereals and tubers,Potatoes,KG,actual,INR,26.27,0.39
56475,2016-06-15,Uttar Pradesh,Agra,Agra,27.19,78.0,cereals and tubers,Potatoes,KG,actual,INR,17.37,0.26
56496,2016-06-15,Uttar Pradesh,Kanpur,Kanpur,26.47,80.4,cereals and tubers,Potatoes,KG,actual,INR,19.1,0.28
56517,2016-06-15,Uttar Pradesh,Lucknow,Lucknow,26.84,80.94,cereals and tubers,Potatoes,KG,actual,INR,15.73,0.23
56538,2016-06-15,Uttar Pradesh,Varanasi,Varanasi,25.33,83.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56559,2016-06-15,Uttarakhand,Dehra Dun,Dehradun,30.33,78.06,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56579,2016-06-15,West Bengal,Darjiling,Siliguri,26.72,88.44,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56600,2016-06-15,West Bengal,Kolkata,Kolkata,22.56,88.4,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56641,2016-07-15,Andaman and Nicobar,Andaman Islands,Port Blair,11.664,92.75,cereals and tubers,Potatoes,KG,actual,INR,30.22,0.45
56660,2016-07-15,Andhra Pradesh,Krishna,Vijaywada,16.52,80.6,cereals and tubers,Potatoes,KG,actual,INR,22.96,0.34
56681,2016-07-15,Assam,Kamrup,Guwahati,26.19,91.75,cereals and tubers,Potatoes,KG,actual,INR,24.23,0.36
56700,2016-07-15,Bihar,Banka,Bhagalpur,24.89,86.94,cereals and tubers,Potatoes,KG,actual,INR,18.8,0.28
56719,2016-07-15,Bihar,Patna,Patna,25.6,85.1,cereals and tubers,Potatoes,KG,actual,INR,19.85,0.3
56743,2016-07-15,Chandigarh,Chandigarh,Chandigarh,30.73,76.8,cereals and tubers,Potatoes,KG,actual,INR,21.88,0.33
56763,2016-07-15,Delhi,Delhi,Delhi,28.67,77.2,cereals and tubers,Potatoes,KG,actual,INR,28.39,0.42
56788,2016-07-15,Goa,North Goa,Panaji,15.484,73.8,cereals and tubers,Potatoes,KG,actual,INR,31.09,0.46
56809,2016-07-15,Gujarat,Ahmadabad,Ahmedabad,23.03,72.6,cereals and tubers,Potatoes,KG,actual,INR,23.0,0.34
56831,2016-07-15,Gujarat,Rajkot,Rajkot,22.3,70.8,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56852,2016-07-15,Haryana,Gurgaon,Gurgaon,28.45,77.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56873,2016-07-15,Haryana,Hisar,Hisar,29.17,75.7,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56893,2016-07-15,Haryana,Karnal,Karnal,29.69,77.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
56914,2016-07-15,Haryana,Panchkula,Panchkula,30.69,76.9,cereals and tubers,Potatoes,KG,actual,INR,22.07,0.33
56934,2016-07-15,Himachal Pradesh,Mandi,Mandi,31.72,76.94,cereals and tubers,Potatoes,KG,actual,INR,19.68,0.29
56951,2016-07-15,Himachal Pradesh,Shimla,Shimla,31.11,77.2,cereals and tubers,Potatoes,KG,actual,INR,20.65,0.31
56969,2016-07-15,Jharkhand,Ranchi,Ranchi,23.34,85.3,cereals and tubers,Potatoes,KG,actual,INR,20.5,0.31
56990,2016-07-15,Karnataka,Bangalore Urban,Bengaluru,12.96,77.56,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
57010,2016-07-15,Karnataka,Dharwad,Dharwad,15.47,75.0,cereals and tubers,Potatoes,KG,actual,INR,27.09,0.4
57029,2016-07-15,Kerala,Ernakulam,Ernakulam,9.984,76.3,cereals and tubers,Potatoes,KG,actual,INR,28.23,0.42
57049,2016-07-15,Kerala,Kozhikode,Kozhikode,11.26,75.75,cereals and tubers,Potatoes,KG,actual,INR,28.64,0.43
57069,2016-07-15,Kerala,Thiruvananthapuram,T.Puram,8.51,76.94,cereals and tubers,Potatoes,KG,actual,INR,33.18,0.49
57087,2016-07-15,Madhya Pradesh,Bhopal,Bhopal,23.27,77.4,cereals and tubers,Potatoes,KG,actual,INR,22.27,0.33
57108,2016-07-15,Madhya Pradesh,Gwalior,Gwalior,26.22,78.2,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
57129,2016-07-15,Madhya Pradesh,Indore,Indore,22.72,75.8,cereals and tubers,Potatoes,KG,actual,INR,17.52,0.26
57149,2016-07-15,Madhya Pradesh,Jabalpur,Jabalpur,23.19,80.0,cereals and tubers,Potatoes,KG,actual,INR,23.42,0.35
57170,2016-07-15,Maharashtra,Amravati,Raipur,21.58,77.25,cereals and tubers,Potatoes,KG,actual,INR,27.56,0.41
57191,2016-07-15,Maharashtra,Bid,Nagpur,18.86,76.44,cereals and tubers,Potatoes,KG,actual,INR,29.61,0.44
57212,2016-07-15,Maharashtra,Mumbai city,Mumbai,18.97,72.8,cereals and tubers,Potatoes,KG,actual,INR,26.29,0.39
57238,2016-07-15,Meghalaya,East Khasi Hills,Shillong,25.58,91.9,cereals and tubers,Potatoes,KG,actual,INR,21.0,0.31
57258,2016-07-15,Mizoram,Aizawl,Aizawl,23.72,92.7,cereals and tubers,Potatoes,KG,actual,INR,35.33,0.53
57269,2016-07-15,Nagaland,Dimapur,Dimapur,25.9,93.75,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.37
57290,2016-07-15,Orissa,Cuttack,Cuttack,20.5,85.8,cereals and tubers,Potatoes,KG,actual,INR,21.29,0.32
57308,2016-07-15,Orissa,Khordha,Bhubaneshwar,20.23,85.8,cereals and tubers,Potatoes,KG,actual,INR,21.48,0.32
57326,2016-07-15,Orissa,Sambalpur,Sambalpur,21.45,83.94,cereals and tubers,Potatoes,KG,actual,INR,21.19,0.32
57345,2016-07-15,Orissa,Sundargarh,Rourkela,22.27,84.9,cereals and tubers,Potatoes,KG,actual,INR,21.54,0.32
57365,2016-07-15,Puducherry,Puducherry,Puducherry,11.92,79.75,cereals and tubers,Potatoes,KG,actual,INR,25.73,0.38
57385,2016-07-15,Punjab,Amritsar,Amritsar,31.64,74.9,cereals and tubers,Potatoes,KG,actual,INR,19.8,0.3
57404,2016-07-15,Punjab,Bathinda,Bathinda,30.2,74.94,cereals and tubers,Potatoes,KG,actual,INR,17.61,0.26
57424,2016-07-15,Punjab,Ludhiana,Ludhiana,30.9,75.9,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
57445,2016-07-15,Rajasthan,Bikaner,Jaipur,28.89,74.06,cereals and tubers,Potatoes,KG,actual,INR,19.73,0.29
57465,2016-07-15,Rajasthan,Jodhpur,Jodhpur,26.28,73.0,cereals and tubers,Potatoes,KG,actual,INR,16.67,0.25
57485,2016-07-15,Rajasthan,Kota,Kota,25.19,75.8,cereals and tubers,Potatoes,KG,actual,INR,20.31,0.3
57506,2016-07-15,Tamil Nadu,Chennai,Chennai,13.086,80.3,cereals and tubers,Potatoes,KG,actual,INR,23.42,0.35
57530,2016-07-15,Tamil Nadu,Dindigul,Dindigul,10.35,77.94,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.37
57548,2016-07-15,Tamil Nadu,Tiruchchirappalli,Thiruchirapalli,10.805,78.7,cereals and tubers,Potatoes,KG,actual,INR,24.68,0.37
57565,2016-07-15,Telangana,Hyderabad,Hyderabad,17.38,78.5,cereals and tubers,Potatoes,KG,actual,INR,26.0,0.39
57586,2016-07-15,Tripura,West Tripura,Agartala,23.84,91.25,cereals and tubers,Potatoes,KG,actual,INR,28.75,0.43
57603,2016-07-15,Uttar Pradesh,Agra,Agra,27.19,78.0,cereals and tubers,Potatoes,KG,actual,INR,21.67,0.32
57624,2016-07-15,Uttar Pradesh,Kanpur,Kanpur,26.47,80.4,cereals and tubers,Potatoes,KG,actual,INR,22.0,0.33
57645,2016-07-15,Uttar Pradesh,Lucknow,Lucknow,26.84,80.94,cereals and tubers,Potatoes,KG,actual,INR,23.33,0.35
57666,2016-07-15,Uttar Pradesh,Varanasi,Varanasi,25.33,83.0,cereals and tubers,Potatoes,KG,actual,INR,21.53,0.32
57687,2016-07-15,Uttarakhand,Dehra Dun,Dehradun,30.33,78.06,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
57707,2016-07-15,West Bengal,Darjiling,Siliguri,26.72,88.44,cereals and tubers,Potatoes,KG,actual,INR,20.28,0.3
57728,2016-07-15,West Bengal,Kolkata,Kolkata,22.56,88.4,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
57769,2016-08-15,Andaman and Nicobar,Andaman Islands,Port Blair,11.664,92.75,cereals and tubers,Potatoes,KG,actual,INR,32.0,0.48
57788,2016-08-15,Andhra Pradesh,Krishna,Vijaywada,16.52,80.6,cereals and tubers,Potatoes,KG,actual,INR,24.0,0.36
57809,2016-08-15,Assam,Kamrup,Guwahati,26.19,91.75,cereals and tubers,Potatoes,KG,actual,INR,23.0,0.34
57828,2016-08-15,Bihar,Banka,Bhagalpur,24.89,86.94,cereals and tubers,Potatoes,KG,actual,INR,20.81,0.31
57847,2016-08-15,Bihar,Patna,Patna,25.6,85.1,cereals and tubers,Potatoes,KG,actual,INR,20.93,0.31
57871,2016-08-15,Chandigarh,Chandigarh,Chandigarh,30.73,76.8,cereals and tubers,Potatoes,KG,actual,INR,22.68,0.34
57891,2016-08-15,Delhi,Delhi,Delhi,28.67,77.2,cereals and tubers,Potatoes,KG,actual,INR,29.0,0.43
57916,2016-08-15,Goa,North Goa,Panaji,15.484,73.8,cereals and tubers,Potatoes,KG,actual,INR,30.29,0.45
57937,2016-08-15,Gujarat,Ahmadabad,Ahmedabad,23.03,72.6,cereals and tubers,Potatoes,KG,actual,INR,23.0,0.34
57959,2016-08-15,Gujarat,Rajkot,Rajkot,22.3,70.8,cereals and tubers,Potatoes,KG,actual,INR,18.38,0.27
57980,2016-08-15,Haryana,Gurgaon,Gurgaon,28.45,77.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
58001,2016-08-15,Haryana,Hisar,Hisar,29.17,75.7,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
58022,2016-08-15,Haryana,Karnal,Karnal,29.69,77.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
58043,2016-08-15,Haryana,Panchkula,Panchkula,30.69,76.9,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.45
58064,2016-08-15,Himachal Pradesh,Mandi,Mandi,31.72,76.94,cereals and tubers,Potatoes,KG,actual,INR,24.14,0.36
58081,2016-08-15,Himachal Pradesh,Shimla,Shimla,31.11,77.2,cereals and tubers,Potatoes,KG,actual,INR,23.04,0.34
58099,2016-08-15,Jharkhand,Ranchi,Ranchi,23.34,85.3,cereals and tubers,Potatoes,KG,actual,INR,21.29,0.32
58120,2016-08-15,Karnataka,Bangalore Urban,Bengaluru,12.96,77.56,cereals and tubers,Potatoes,KG,actual,INR,19.12,0.29
58140,2016-08-15,Karnataka,Dharwad,Dharwad,15.47,75.0,cereals and tubers,Potatoes,KG,actual,INR,24.96,0.37
58159,2016-08-15,Kerala,Ernakulam,Ernakulam,9.984,76.3,cereals and tubers,Potatoes,KG,actual,INR,29.0,0.43
58179,2016-08-15,Kerala,Kozhikode,Kozhikode,11.26,75.75,cereals and tubers,Potatoes,KG,actual,INR,27.13,0.41
58199,2016-08-15,Kerala,Thiruvananthapuram,T.Puram,8.51,76.94,cereals and tubers,Potatoes,KG,actual,INR,32.0,0.48
58219,2016-08-15,Madhya Pradesh,Bhopal,Bhopal,23.27,77.4,cereals and tubers,Potatoes,KG,actual,INR,20.67,0.31
58240,2016-08-15,Madhya Pradesh,Gwalior,Gwalior,26.22,78.2,cereals and tubers,Potatoes,KG,actual,INR,21.92,0.33
58261,2016-08-15,Madhya Pradesh,Indore,Indore,22.72,75.8,cereals and tubers,Potatoes,KG,actual,INR,19.89,0.3
58281,2016-08-15,Madhya Pradesh,Jabalpur,Jabalpur,23.19,80.0,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.37
58302,2016-08-15,Maharashtra,Amravati,Raipur,21.58,77.25,cereals and tubers,Potatoes,KG,actual,INR,24.55,0.37
58323,2016-08-15,Maharashtra,Bid,Nagpur,18.86,76.44,cereals and tubers,Potatoes,KG,actual,INR,25.13,0.38
58344,2016-08-15,Maharashtra,Mumbai city,Mumbai,18.97,72.8,cereals and tubers,Potatoes,KG,actual,INR,25.33,0.38
58370,2016-08-15,Meghalaya,East Khasi Hills,Shillong,25.58,91.9,cereals and tubers,Potatoes,KG,actual,INR,21.0,0.31
58390,2016-08-15,Mizoram,Aizawl,Aizawl,23.72,92.7,cereals and tubers,Potatoes,KG,actual,INR,35.0,0.52
58401,2016-08-15,Nagaland,Dimapur,Dimapur,25.9,93.75,cereals and tubers,Potatoes,KG,actual,INR,24.82,0.37
58422,2016-08-15,Orissa,Cuttack,Cuttack,20.5,85.8,cereals and tubers,Potatoes,KG,actual,INR,20.74,0.31
58440,2016-08-15,Orissa,Khordha,Bhubaneshwar,20.23,85.8,cereals and tubers,Potatoes,KG,actual,INR,20.4,0.31
58458,2016-08-15,Orissa,Sambalpur,Sambalpur,21.45,83.94,cereals and tubers,Potatoes,KG,actual,INR,20.14,0.3
58477,2016-08-15,Orissa,Sundargarh,Rourkela,22.27,84.9,cereals and tubers,Potatoes,KG,actual,INR,21.28,0.32
58497,2016-08-15,Puducherry,Puducherry,Puducherry,11.92,79.75,cereals and tubers,Potatoes,KG,actual,INR,25.35,0.38
58517,2016-08-15,Punjab,Amritsar,Amritsar,31.64,74.9,cereals and tubers,Potatoes,KG,actual,INR,20.37,0.3
58536,2016-08-15,Punjab,Bathinda,Bathinda,30.2,74.94,cereals and tubers,Potatoes,KG,actual,INR,16.76,0.25
58556,2016-08-15,Punjab,Ludhiana,Ludhiana,30.9,75.9,cereals and tubers,Potatoes,KG,actual,INR,20.29,0.3
58577,2016-08-15,Rajasthan,Bikaner,Jaipur,28.89,74.06,cereals and tubers,Potatoes,KG,actual,INR,18.0,0.27
58597,2016-08-15,Rajasthan,Jodhpur,Jodhpur,26.28,73.0,cereals and tubers,Potatoes,KG,actual,INR,19.33,0.29
58617,2016-08-15,Rajasthan,Kota,Kota,25.19,75.8,cereals and tubers,Potatoes,KG,actual,INR,21.92,0.33
58638,2016-08-15,Tamil Nadu,Chennai,Chennai,13.086,80.3,cereals and tubers,Potatoes,KG,actual,INR,22.45,0.34
58662,2016-08-15,Tamil Nadu,Dindigul,Dindigul,10.35,77.94,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.37
58680,2016-08-15,Tamil Nadu,Tiruchchirappalli,Thiruchirapalli,10.805,78.7,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.37
58697,2016-08-15,Telangana,Hyderabad,Hyderabad,17.38,78.5,cereals and tubers,Potatoes,KG,actual,INR,26.0,0.39
58718,2016-08-15,Tripura,West Tripura,Agartala,23.84,91.25,cereals and tubers,Potatoes,KG,actual,INR,28.55,0.43
58735,2016-08-15,Uttar Pradesh,Agra,Agra,27.19,78.0,cereals and tubers,Potatoes,KG,actual,INR,22.5,0.34
58756,2016-08-15,Uttar Pradesh,Kanpur,Kanpur,26.47,80.4,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.37
58777,2016-08-15,Uttar Pradesh,Lucknow,Lucknow,26.84,80.94,cereals and tubers,Potatoes,KG,actual,INR,24.42,0.37
58798,2016-08-15,Uttar Pradesh,Varanasi,Varanasi,25.33,83.0,cereals and tubers,Potatoes,KG,actual,INR,21.41,0.32
58819,2016-08-15,Uttarakhand,Dehra Dun,Dehradun,30.33,78.06,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
58839,2016-08-15,West Bengal,Darjiling,Siliguri,26.72,88.44,cereals and tubers,Potatoes,KG,actual,INR,22.0,0.33
58860,2016-08-15,West Bengal,Kolkata,Kolkata,22.56,88.4,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
58901,2016-09-15,Andaman and Nicobar,Andaman Islands,Port Blair,11.664,92.75,cereals and tubers,Potatoes,KG,actual,INR,32.91,0.49
58920,2016-09-15,Andhra Pradesh,Krishna,Vijaywada,16.52,80.6,cereals and tubers,Potatoes,KG,actual,INR,23.0,0.34
58941,2016-09-15,Assam,Kamrup,Guwahati,26.19,91.75,cereals and tubers,Potatoes,KG,actual,INR,22.0,0.33
58960,2016-09-15,Bihar,Banka,Bhagalpur,24.89,86.94,cereals and tubers,Potatoes,KG,actual,INR,22.12,0.33
58979,2016-09-15,Bihar,Patna,Patna,25.6,85.1,cereals and tubers,Potatoes,KG,actual,INR,19.1,0.29
59003,2016-09-15,Chandigarh,Chandigarh,Chandigarh,30.73,76.8,cereals and tubers,Potatoes,KG,actual,INR,17.12,0.26
59023,2016-09-15,Delhi,Delhi,Delhi,28.67,77.2,cereals and tubers,Potatoes,KG,actual,INR,30.2,0.45
59048,2016-09-15,Goa,North Goa,Panaji,15.484,73.8,cereals and tubers,Potatoes,KG,actual,INR,26.57,0.4
59069,2016-09-15,Gujarat,Ahmadabad,Ahmedabad,23.03,72.6,cereals and tubers,Potatoes,KG,actual,INR,20.6,0.31
59091,2016-09-15,Gujarat,Rajkot,Rajkot,22.3,70.8,cereals and tubers,Potatoes,KG,actual,INR,16.6,0.25
59112,2016-09-15,Haryana,Gurgaon,Gurgaon,28.45,77.0,cereals and tubers,Potatoes,KG,actual,INR,19.97,0.3
59133,2016-09-15,Haryana,Hisar,Hisar,29.17,75.7,cereals and tubers,Potatoes,KG,actual,INR,23.28,0.35
59154,2016-09-15,Haryana,Karnal,Karnal,29.69,77.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
59175,2016-09-15,Haryana,Panchkula,Panchkula,30.69,76.9,cereals and tubers,Potatoes,KG,actual,INR,29.83,0.45
59196,2016-09-15,Himachal Pradesh,Mandi,Mandi,31.72,76.94,cereals and tubers,Potatoes,KG,actual,INR,26.23,0.39
59213,2016-09-15,Himachal Pradesh,Shimla,Shimla,31.11,77.2,cereals and tubers,Potatoes,KG,actual,INR,27.93,0.42
59231,2016-09-15,Jharkhand,Ranchi,Ranchi,23.34,85.3,cereals and tubers,Potatoes,KG,actual,INR,19.29,0.29
59252,2016-09-15,Karnataka,Bangalore Urban,Bengaluru,12.96,77.56,cereals and tubers,Potatoes,KG,actual,INR,21.47,0.32
59272,2016-09-15,Karnataka,Dharwad,Dharwad,15.47,75.0,cereals and tubers,Potatoes,KG,actual,INR,20.63,0.31
59291,2016-09-15,Kerala,Ernakulam,Ernakulam,9.984,76.3,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.45
59311,2016-09-15,Kerala,Kozhikode,Kozhikode,11.26,75.75,cereals and tubers,Potatoes,KG,actual,INR,26.15,0.39
59331,2016-09-15,Kerala,Thiruvananthapuram,T.Puram,8.51,76.94,cereals and tubers,Potatoes,KG,actual,INR,32.07,0.48
59350,2016-09-15,Madhya Pradesh,Bhopal,Bhopal,23.27,77.4,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
59371,2016-09-15,Madhya Pradesh,Gwalior,Gwalior,26.22,78.2,cereals and tubers,Potatoes,KG,actual,INR,22.0,0.33
59392,2016-09-15,Madhya Pradesh,Indore,Indore,22.72,75.8,cereals and tubers,Potatoes,KG,actual,INR,19.44,0.29
59412,2016-09-15,Madhya Pradesh,Jabalpur,Jabalpur,23.19,80.0,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.37
59433,2016-09-15,Maharashtra,Amravati,Raipur,21.58,77.25,cereals and tubers,Potatoes,KG,actual,INR,22.0,0.33
59454,2016-09-15,Maharashtra,Bid,Nagpur,18.86,76.44,cereals and tubers,Potatoes,KG,actual,INR,27.4,0.41
59475,2016-09-15,Maharashtra,Mumbai city,Mumbai,18.97,72.8,cereals and tubers,Potatoes,KG,actual,INR,25.07,0.38
59501,2016-09-15,Meghalaya,East Khasi Hills,Shillong,25.58,91.9,cereals and tubers,Potatoes,KG,actual,INR,21.88,0.33
59521,2016-09-15,Mizoram,Aizawl,Aizawl,23.72,92.7,cereals and tubers,Potatoes,KG,actual,INR,35.0,0.52
59533,2016-09-15,Nagaland,Dimapur,Dimapur,25.9,93.75,cereals and tubers,Potatoes,KG,actual,INR,28.17,0.42
59554,2016-09-15,Orissa,Cuttack,Cuttack,20.5,85.8,cereals and tubers,Potatoes,KG,actual,INR,19.67,0.29
59572,2016-09-15,Orissa,Khordha,Bhubaneshwar,20.23,85.8,cereals and tubers,Potatoes,KG,actual,INR,19.57,0.29
59590,2016-09-15,Orissa,Sambalpur,Sambalpur,21.45,83.94,cereals and tubers,Potatoes,KG,actual,INR,19.67,0.29
59609,2016-09-15,Orissa,Sundargarh,Rourkela,22.27,84.9,cereals and tubers,Potatoes,KG,actual,INR,20.37,0.3
59629,2016-09-15,Puducherry,Puducherry,Puducherry,11.92,79.75,cereals and tubers,Potatoes,KG,actual,INR,26.1,0.39
59649,2016-09-15,Punjab,Amritsar,Amritsar,31.64,74.9,cereals and tubers,Potatoes,KG,actual,INR,18.95,0.28
59668,2016-09-15,Punjab,Bathinda,Bathinda,30.2,74.94,cereals and tubers,Potatoes,KG,actual,INR,14.79,0.22
59688,2016-09-15,Punjab,Ludhiana,Ludhiana,30.9,75.9,cereals and tubers,Potatoes,KG,actual,INR,15.0,0.22
59709,2016-09-15,Rajasthan,Bikaner,Jaipur,28.89,74.06,cereals and tubers,Potatoes,KG,actual,INR,18.0,0.27
59729,2016-09-15,Rajasthan,Jodhpur,Jodhpur,26.28,73.0,cereals and tubers,Potatoes,KG,actual,INR,14.18,0.21
59749,2016-09-15,Rajasthan,Kota,Kota,25.19,75.8,cereals and tubers,Potatoes,KG,actual,INR,21.05,0.31
59769,2016-09-15,Tamil Nadu,Chennai,Chennai,13.086,80.3,cereals and tubers,Potatoes,KG,actual,INR,23.62,0.35
59793,2016-09-15,Tamil Nadu,Dindigul,Dindigul,10.35,77.94,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.37
59811,2016-09-15,Tamil Nadu,Tiruchchirappalli,Thiruchirapalli,10.805,78.7,cereals and tubers,Potatoes,KG,actual,INR,26.31,0.39
59828,2016-09-15,Telangana,Hyderabad,Hyderabad,17.38,78.5,cereals and tubers,Potatoes,KG,actual,INR,26.0,0.39
59849,2016-09-15,Tripura,West Tripura,Agartala,23.84,91.25,cereals and tubers,Potatoes,KG,actual,INR,27.0,0.4
59866,2016-09-15,Uttar Pradesh,Agra,Agra,27.19,78.0,cereals and tubers,Potatoes,KG,actual,INR,18.5,0.28
59887,2016-09-15,Uttar Pradesh,Kanpur,Kanpur,26.47,80.4,cereals and tubers,Potatoes,KG,actual,INR,24.78,0.37
59908,2016-09-15,Uttar Pradesh,Lucknow,Lucknow,26.84,80.94,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
59929,2016-09-15,Uttar Pradesh,Varanasi,Varanasi,25.33,83.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
59950,2016-09-15,Uttarakhand,Dehra Dun,Dehradun,30.33,78.06,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
59970,2016-09-15,West Bengal,Darjiling,Siliguri,26.72,88.44,cereals and tubers,Potatoes,KG,actual,INR,22.0,0.33
59991,2016-09-15,West Bengal,Kolkata,Kolkata,22.56,88.4,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
60032,2016-10-15,Andaman and Nicobar,Andaman Islands,Port Blair,11.664,92.75,cereals and tubers,Potatoes,KG,actual,INR,32.0,0.48
60051,2016-10-15,Andhra Pradesh,Krishna,Vijaywada,16.52,80.6,cereals and tubers,Potatoes,KG,actual,INR,22.0,0.33
60072,2016-10-15,Assam,Kamrup,Guwahati,26.19,91.75,cereals and tubers,Potatoes,KG,actual,INR,22.43,0.34
60091,2016-10-15,Bihar,Banka,Bhagalpur,24.89,86.94,cereals and tubers,Potatoes,KG,actual,INR,20.26,0.3
60111,2016-10-15,Bihar,Patna,Patna,25.6,85.1,cereals and tubers,Potatoes,KG,actual,INR,18.0,0.27
60135,2016-10-15,Chandigarh,Chandigarh,Chandigarh,30.73,76.8,cereals and tubers,Potatoes,KG,actual,INR,15.83,0.24
60155,2016-10-15,Delhi,Delhi,Delhi,28.67,77.2,cereals and tubers,Potatoes,KG,actual,INR,31.69,0.48
60181,2016-10-15,Goa,North Goa,Panaji,15.484,73.8,cereals and tubers,Potatoes,KG,actual,INR,25.63,0.38
60202,2016-10-15,Gujarat,Ahmadabad,Ahmedabad,23.03,72.6,cereals and tubers,Potatoes,KG,actual,INR,19.28,0.29
60224,2016-10-15,Gujarat,Rajkot,Rajkot,22.3,70.8,cereals and tubers,Potatoes,KG,actual,INR,15.0,0.22
60245,2016-10-15,Haryana,Gurgaon,Gurgaon,28.45,77.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
60266,2016-10-15,Haryana,Hisar,Hisar,29.17,75.7,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.37
60287,2016-10-15,Haryana,Karnal,Karnal,29.69,77.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.3
60308,2016-10-15,Haryana,Panchkula,Panchkula,30.69,76.9,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.45
60329,2016-10-15,Himachal Pradesh,Mandi,Mandi,31.72,76.94,cereals and tubers,Potatoes,KG,actual,INR,22.83,0.34
60347,2016-10-15,Himachal Pradesh,Shimla,Shimla,31.11,77.2,cereals and tubers,Potatoes,KG,actual,INR,26.11,0.39
60365,2016-10-15,Jharkhand,Ranchi,Ranchi,23.34,85.3,cereals and tubers,Potatoes,KG,actual,INR,18.71,0.28
60386,2016-10-15,Karnataka,Bangalore Urban,Bengaluru,12.96,77.56,cereals and tubers,Potatoes,KG,actual,INR,20.61,0.31
